,Index,tweet_id,text,predictions,label_final
211,997447,/581474952282509312,"However, I couldn't support a budget that so negatively impacts our economy, women & seniors & fails to solve long-term fiscal challenges",1,0
212,2963899,/1405543991517581313,The Supreme Court has put to bed another Republican attempt to kick millions of Americans off their health care. Now it's time for Congress to get to work building on the progress that has already been made to make health care in America affordable and accessible for all. ,1,1
213,1251198,/1052583247757144064,"""We cannot just sit idly by and watch our most vulnerable neighbors become collateral damage, stemming from hard-lined ideologies. Together, we stand against these changes. No one should have to choose between food and family.” #ProtectFamilies ",1,0
214,3195255,/1345863288698056708,"Democrats want to lock you in your houses, raise your taxes, defund the police, facilitate the murder of the unborn, dismantle our Constitution, open our borders, & punish any political opposition.And their leader - Nancy Pelosi was just re-elected as the Speaker of the House. ",1,0
215,735267,/763413280337567744,The @WhiteHouse has kept a foot on the regulatory accelerator even though the national economy remains in neutral ,1,0
216,2532783,/1501281126295478282,"While banning the import of Russian oil into the United States is a necessary action, President Biden must also abandon his Green New Deal Agenda & increase domestic oil & gas production to drive down soaring energy costs. American consumers should not be left holding the bag. ",1,0
217,3006580,/1526596402133991424,"In the face of rising anti-Semitism, both domestically and abroad, we should all take time to recommit ourselves to combatting hate and embracing the American Jewish community.",1,1
218,1904643,/1235299202542063616," UNHINGED _ Schumer threatened conservative justices Kavanaugh & Gorsuch on the steps of the Supreme Court:""You have released the whirlwind & you will pay the price. You won't know what hit you.""Enough. This rhetoric has dangerous consequences. Where's the media outrage? ",1,0
219,2777392,/1466896321021988865,Great meeting with @AirNatlGuard Director Lt. Gen. Loh yesterday. We spoke about the importance of full-year spending bills to ensure we can beat China. Republicans in Congress need to come to the table and stop jeopardizing our national security to score cheap political points. ,1,0
220,633026,/552826889250045952,I condemn today's attack in Paris as an attack on the essence of democracy and freedom of the press.,1,1
221,2402412,/1262779401558798338,"The Chinese Communist Party cheats, and the Holding Foreign Companies Accountable Act would stop them from cheating on U.S. stock exchanges. We can’t let foreign threats to Americans’ retirement funds take root in our exchanges. ",1,0
222,661343,/716781027352526848,"@SarniamakChris many US politicos believe no religious freedom in Russia, ignorance blocks cooperation with RU to defeat Islamic terrorists",1,0
223,326718,/471697196107444224,We need to pass #ImmigrationReform and help our economy grow ,1,0
224,389379,/413801582849830912,Cosponsored a bill to ensure the U.S. is aggressive in stopping Iran from developing its nuclear weapons capabilities ,1,1
225,3192733,/1518644350724579330,Elon Musk is helping us defeat the Big Tech overlords.Our digital public squares need to be returned to us.,1,1
226,2881506,/1501306764611842052,"Over the past few months, my heart has been heavy as I’ve seen HBCUs coming under attack—targeted by evil actors with bomb threats. Schools shouldn’t be a place of fear, but a place where dreams are realized—a place where students take that first step toward economic success. ",1,0
227,1512914,/1011062194887446534,We helped create the mess in Central America that many refugees are fleeing. It's our responsibility to help clean it up ,1,0
228,679392,/784820405316050945,We are living in a nation which worships wealth rather than caring for the poor. I don't think that is the nation we should be living in.,1,0
229,3123656,/1380902138684002304,"Our military is playing catch-up to our strategic competitors. The Chinese military is on a modernization sprint and we're crawling forward. We can't spend our way out of the problem, but we can spend too little to give ourselves a chance. ",1,0
230,2897183,/1430630603561578503,"The tax hike that will come from this enormous tax and spending bill will hit 75% of middle-class America, kill over 1 million jobs, and cut wages in half—Effectively doing the polar opposite of what this Administration has promised. Make it make sense.",1,1
231,3079324,/1415038649528373253,"We have seen modest inflation in the last few months. When you jump start the economy as quickly as we have and compare it to 2020 levels when the economy was completely shut down, prices will of course show an increase.",1,0
232,1977371,/1113509126208987137,"#TitleII is not the answer, it paves the way for a heavily regulated internet, an internet that does not protect the consumer or allow for American ingenuity to thrive. We can do better.",1,0
233,2783104,/1436866880107683846,"Today, we paused in solemn commemoration of a day that changed America forever, challenged our resolve as a people committed to freedom, and called us to renew the covenant that we have with one another as an American people, one nation under God.",1,0
234,2625440,/1553035465355411456,"Last year, drought and wildfires cost this country $20 billion, and parts of the western United States are now facing the driest conditions in over 1,200 years.Our communities are asking for help.",1,0
235,427850,/545278801660633088,I support President Obama’s decision for the United States to start a new chapter in our relationship with Cuba.,1,0
236,1168572,/961737702541594624,"Right before our eyes, Scott Pruitt is dismantling the EPA, prioritizing the interests of corporations over those of the American people, and putting the environment and our public health protections at risk. ",1,0
237,1109865,/875055116705050625,"8 months after #Russia attacked our election, it still hasn't paid a price - our amendment finally punishes Russia for this brazen attack ",1,1
238,1641014,/832314422697803776,"David Friedman's confirmation would be ""a wrecking ball in American politics & the Jewish community."" My analysis: ",1,1
239,825747,/680109202488963074,"In the spirit of the holiday season, let us renew our commitment to our fellow Americans and resolve to build a better, more just future",1,0
240,902887,/560896721056567298,#Gerrymandering that makes districts increasingly extreme on either side of the political spectrum ultimately hurts all Americans.,1,1
241,3187343,/1562638027217768448,"Today, we celebrate Ukrainian Independence Day as Ukrainians bravely fight for their continued freedom and independence. We stand with them in solidarity and in Congress, we will keep providing aid and support to stop Putin’s unprovoked war.",1,1
242,1732913,/1111699641689616386,This was always a fantasy. The taxpayers will end up footing the bill for the budget hole the president dug us into. ,1,0
243,651040,/672138794297114630,"Using tax dollars to prop up 1%ers hurts the American economy, and raises our grocery bills. It is time for reform. ",1,1
244,2523507,/1454810430262677508,This legislation will be a huge step in the right direction – but it’s just the start. We must keep working to address the serious threats of climate change by pursuing bold policies that reduce carbon emissions and protect our planet.,1,0
245,926836,/556861132913520640,The President's delay of #KeystoneXL provides China with an opportunity to out-compete the U.S. and gain access to Canada's oil supply.,1,0
246,2012386,/1162446695340417025,"I'm proud that my state of California is helping to lead the fight against Trump's cruel #PublicCharge rule which unfairly punishes legal immigrants for using the benefits they've earned. This will only lead to more hunger, and more sickness. ",1,1
247,2578032,/1590778895078686720,Democracy will prevail—no matter how hard MAGA Republicans try to attack it.,1,1
248,2806623,/1366760543642669061,This coup has now resulted in killing a number of peaceful protesters.The U.S. must remain steadfast in standing fully in support of democratic rights for the people of Myanmar.,1,0
249,2689657,/1542773581561696256,"The Russian Navy has effectively cut off shipping from Ukrainian ports on the Black Sea, stopping the flow of grain and oilseeds to the rest of the world, raising the cost of food and creating the likelihood of shortages and even famines in some countries, especially in Africa. ",1,0
250,2152875,/1123288570356281344,"@USNavy @USMC @OMBPress @SASCMajority Lt. Gen. Berger and Admiral Moran made clear that budget uncertainty, including a continuing resolution or budget sequester, could be devastating for our industrial base and our ability to fight.",1,0
251,654709,/651064621567229952,"Discussed tax reform @FoxBusiness: ""If we don't do it, we'll continue to see erosion of American biz going overseas""",1,0
252,1718714,/1145000892195905537,"By setting aggressive but realistic targets, we can mitigate the impacts of climate change and create good jobs in the process. This will create new economic opportunities, and fulfill our responsibility to preserve this world for the next generation. It’s the right thing to do.",1,0
253,1446685,/1049730307899953155,"At a time when the world is facing record heat waves and droughts, wildfires and hurricanes of unprecedented size and frequency, rising sea levels, and a surge in other extreme weather patterns, we must get serious about addressing the risk to our environment, economy, and planet",1,0
254,2899781,/1603823175413923846,"The CCP is the greatest threat we face this century. Strong action & steadfast leadership is necessary to combat it. #Japan, one of our most important allies, took an important step to do exactly that. The US welcomes this important effort to preserve peace in the Indo-Pacific. ",1,0
255,2643728,/1533147374062821378,Love is love. Wonderful to see Portsmouth kicking off #Pride!,1,0
256,3167430,/1592997480127692801,The City Council plans to reject the federal grant we all fought for and resubmit it for a lower number of firefighters. This is a very risky decision and could result in no new firefighters being hired using federal funds — hurting families' safety and taxpayers’ pocketbooks.,1,1
257,968225,/557744437070012416,"We need to grow America’s economy, not Washington’s economy. Obama killed 2013 proposal for simpler&fairer tax code closing loopholes #SOTU",1,1
258,2937649,/1498857514544287750,"Hear, hear! We must and will hold social media companies accountable for the damage they inflict on people, especially the most vulnerable among us for the sake of profits. My bill, the Algorithmic Accountability Act of 2022 will do that. #SOTU #Algorithms #Bias",1,0
259,2955687,/1521585550792302600,"The #SCOTUS conservative majority has chosen a side in the Trump-Republican-led culture war, which imperils democracy for all. The future of our republic lies in the hands of the voters, if we are to restore and preserve freedom and liberty for all in America. ",1,1
260,2682733,/1567580325525454848,"Everyone knows Maduro is a thug, and no one—Colombia, Spain & other European countries included—should prop up him, his cronies or the oil industry.Doing so empowers evil regimes & places these countries at the mercy of evil dictators.",1,1
261,1912097,/1169392287517818880,The fact that Trump is willing to undermine military readiness and California’s firefighting capabilities is unconscionable. I'll continue to work with my colleagues to ensure that the 146th Airlift Wing gets the funding that it needs to complete this critical training simulator.,1,0
262,673364,/794582082303311872,"In the 21st Century, you can't think that it's OK to just tax and tax and tax without international consequences.  ",1,0
263,2972986,/1513596812921393154,Twitter’s continued suspension of @TheBabylonBee is unacceptable and adds to a long list of actions taken by this social media platform to stifle a diversity of viewpoints and free discourse on the internet.,1,1
264,1448156,/993124986041888770,"@DGrizzzard I support @realDonaldTrump, which is why I’m trying to show him how they’re boxing him in again. Accepting a CR on Sept 30 is accepting defeat. If he gives away the store to @SpeakerRyan, what can I do?",1,0
265,2987753,/1371939640144445440,Terrorists on FBI watchlists will exploit every vulnerability on the border to infiltrate our country and harm Americans. We need a wall to protect and secure our southern border.,1,0
266,2543763,/1500570238278160397,Retail theft is hitting businesses and communities hard in Southeast Wisconsin. The rapid rise in crime across the country needs solutions. Our law enforcement needs our support. ,1,1
267,2249555,/1310657005850439683,This is a good start. The bottom line is that Turkey is already exacerbating this conflict. @StateDept should do more to ensure that Turkey does not use this as an opportunity to fortify Azeri military forces. ,1,0
268,2874814,/1457773988420091907,"Actions not words, @ENERGY @SecGranholm. Take action. Americans can't afford @POTUS @JoeBiden's attack on energy.  ",1,1
269,2629793,/1583111097217056770,"Coal shipments to US powerplants fell by OVER HALF from 2010 to 2021. Meanwhile, China is building new coal plants at a rate of ONE PER WEEK!The left is destroying energy here at home while giving Chinese Communists a free pass...#EnergyFreedom",1,1
270,2537283,/1499437671390846976,I am extremely concerned about Gigi Sohn’s nomination for FCC Commissioner. The FCC is a particularly dangerous place for a partisan who is willing to try to muzzle those with whom she disagrees.  Sohn has publicly shown her disdain for conservatives and conservative media. ,1,1
271,2420474,/1237523923803099136,"In rural areas of my district, the C-band spectrum auction gives us the incredible opportunity to garner funding to bridge the rural broadband gap and ideally to kick start the crucial conversation on building America’s domestic telecom production. ",1,0
272,1734279,/1123981150903513088,"Housing discrimination & prejudice of any kind, towards anyone, is wrong. It is a fundamental American value enshrined in our Constitution to ensure equal protection under the law for all people in our country, including when purchasing or renting property.",1,0
273,1126752,/1006591688960299009,I fought this proposal before and I will continue to fight this corrupt scheme to bail out coal barons and swindle American families.,1,1
274,2538425,/1425109842314809344,This infrastructure bill has in it a portion that is designed to obliterate #crypto.That would be a tragic mistake. ,1,1
275,3120754,/1372900118832238600,There are significant questions about the legality of this provision and how it could be implemented. It invites lawsuits and injects more uncertainty into state fiscal policy decisions.,1,0
276,1482284,/1020382837478838272,I agree with President Trump that we need to ensure a level playing field with America’s trading partners. But auto tariffs threaten our economic growth and put manufacturing jobs at risk. #hereforamerica ,1,0
277,1431477,/1048277716175376385,There are over 500K job openings in America’s manufacturing industry. That’s why manufacturers are opening their doors this #MFGDay18 to inspire students to pursue opportunities in Texas manufacturing. Manufacturing makes America strong! ,1,0
278,1745488,/1100776581100908544,The White House isn’t just separating familes at the border– their policy of mass deportation is tearing Vietnamese American families in California. I stand with my Southeast Asian constituents and @CAPAC colleagues against these callous deportations ,1,0
279,2998301,/1348632871347621888,"Big Tech companies have acted in an anticompetitive way by crushing competition, rigging the marketplace, and censoring speech.Congress must act to hold Google, Facebook, Amazon and Apple accountable. ",1,1
280,2239693,/1311702020567465984,"The updated #HeroesAct makes good on @HouseDemocrats’ pledge to compromise while  addressing the health + economic crisis of #COVID19. @SenateGOP must finally negotiate + pass a bill that protects our heroes, crushes the coronavirus + puts money in Americans' pockets. ",1,1
281,318209,/449561982308720642,#Obamacare is killing jobs and failing to make healthcare affordable #brokenpromises ,1,1
282,2814347,/1510006111784640514,"Despite the invaluable contributions of Muslim Americans, Islamophobia continues to threaten our Muslim communities and undermine Americans’ most cherished national values, with hate crimes against Muslims on the rise in recent years.",1,0
283,2985508,/1475250798233735169,"30 years ago today, the world was relieved of the Soviet Union and its brutal, communist regime.Let this serve as a reminder that communism and its suppression of liberty will never prevail.",1,0
284,2473478,/1215385958255865856, ,1,NA
285,1962367,/1225849810869268480,The Trump Administration’s Medicaid block grant proposal threatens coverage and access to care for some of our most vulnerable citizens. Just another cruel attempt to gut health care for the American people. #ProtectOurCare,1,1
286,125702,/473818583815163904,Sen.McConnell enjoyed talking with Lee Burke of East #Kentucky Broadcasting today about his bill to fight EPA regs & President's War on #Coal,1,1
287,427527,/451000307766808576,"To any and all groups who wish to attack me on behalf of the Kochs, I say ‘fire away.’ I am proud to be the target of your attacks.",1,1
288,2529872,/1442523157890576393,Speaker Pelosi's $3.5 trillion (really $5 trillion) plan will not...Rebuild our infrastructureRevamp our economyIt will...Reduce our wages and jobsIncrease our utility billsDrive our businesses overseasRaise our corporate tax rate beyond Communist China's,1,0
289,3023433,/1499051907137957894,"Last night was an opportunity for Joe Biden to completely shift his policies that have failed across America. Instead, he doubled down on his failed policies that harm hardworking #NY21 families.",1,1
290,700223,/642333636268793856,14 years ago terrorists struck a horrible blow - but we are stronger than ever. Today we recommit to working together to keep America great.,1,0
291,3124636,/1538138520313024512,"“I truly believe we made extraordinary progress by laying a new foundation for our economy,” Biden said. He added: “I’ve never been more optimistic about America than I am today. I really mean that.” Joe Biden wants to ""fundamentally remake America""...",1,0
292,1863739,/1227290265087598593,"America's presence in the South China Sea is a counterweight to #China, which claims virtually the entire sea.This would be a setback for our pivot to the Pacific. Also a prime example of how China can make big gains with non-military influence operations. ",1,0
293,1368195,/846769007676051457,"By trying to roll back #CleanPowerPlan, @realDonaldTrump is tragically pushing our nation back - with job losses, sicker kids, & wasted tax $$",1,0
294,3171495,/1565429288723267586,"The crisis in Jackson is further proof that climate action IS infrastructure.We must not only invest in our aging pipes, treatment centers, etc., but also fight climate change to combat extreme weather.",1,1
295,2463545,/1285564372966940673,Insurrectionists cannot be allowed to destroy federal property. ,1,0
296,2740614,/1602997714635169793,"14,000 a day?!!  This is an upcoming INVASION! And we are already being invaded every single day.The Biden admin completely created it.Impeach Biden!!!",1,1
297,684817,/713073562601578496,"It should serve as strong message to all hackers, whether criminals or nations, that anonymity not guaranteed online ",1,0
298,2713522,/1562077813246758912,You can't have your cake and eat it too. Mayor Bowser is getting a taste of what every border community in Texas is experiencing.Her hypocrisy is laughable.,1,0
299,2974928,/1513912936762327044,"Inflation has risen at record pace with every month of Joe Biden’s presidency. While Biden spends his time pointing fingers at who’s to blame, his economy is crushing Americans with no end in sight. ",1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,